,Date,Time,Aspect 0 of Phase G  State,Aspect 1 of Phase G  State,Aspect 2 of Phase G  State,Result,Phase
383,03-Jun-17,10:09:45,1,1,0,RedAmber,G
384,03-Jun-17,10:09:45,1,1,0,RedAmber,G
385,03-Jun-17,10:09:45,1,1,0,RedAmber,G
386,03-Jun-17,10:09:45,1,1,0,RedAmber,G
387,03-Jun-17,10:09:45,1,1,0,RedAmber,G
388,03-Jun-17,10:09:46,1,1,0,RedAmber,G
389,03-Jun-17,10:09:46,1,1,0,RedAmber,G
390,03-Jun-17,10:09:46,1,1,0,RedAmber,G
391,03-Jun-17,10:09:46,1,1,0,RedAmber,G
392,03-Jun-17,10:09:46,1,1,0,RedAmber,G
393,03-Jun-17,10:09:47,1,1,0,RedAmber,G
394,03-Jun-17,10:09:47,1,1,0,RedAmber,G
395,03-Jun-17,10:09:47,1,1,0,RedAmber,G
396,03-Jun-17,10:09:47,1,1,0,RedAmber,G
397,03-Jun-17,10:09:48,1,1,0,RedAmber,G
398,03-Jun-17,10:09:48,1,1,0,RedAmber,G
399,03-Jun-17,10:09:48,1,1,0,RedAmber,G
400,03-Jun-17,10:09:48,1,1,0,RedAmber,G
401,03-Jun-17,10:09:48,1,1,0,RedAmber,G
