,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
699,03-Jun-17,10:10:48,0,0,1,Green,A
700,03-Jun-17,10:10:48,0,0,1,Green,A
701,03-Jun-17,10:10:48,0,0,1,Green,A
702,03-Jun-17,10:10:48,0,0,1,Green,A
703,03-Jun-17,10:10:48,0,0,1,Green,A
704,03-Jun-17,10:10:49,0,0,1,Green,A
705,03-Jun-17,10:10:49,0,0,1,Green,A
706,03-Jun-17,10:10:49,0,0,1,Green,A
707,03-Jun-17,10:10:49,0,0,1,Green,A
708,03-Jun-17,10:10:50,0,0,1,Green,A
709,03-Jun-17,10:10:50,0,0,1,Green,A
710,03-Jun-17,10:10:50,0,0,1,Green,A
711,03-Jun-17,10:10:50,0,0,1,Green,A
812,03-Jun-17,10:11:11,0,0,1,Green,A
813,03-Jun-17,10:11:11,0,0,1,Green,A
814,03-Jun-17,10:11:11,0,0,1,Green,A
815,03-Jun-17,10:11:11,0,0,1,Green,A
816,03-Jun-17,10:11:11,0,0,1,Green,A
817,03-Jun-17,10:11:11,0,0,1,Green,A
818,03-Jun-17,10:11:12,0,0,1,Green,A
819,03-Jun-17,10:11:12,0,0,1,Green,A
820,03-Jun-17,10:11:12,0,0,1,Green,A
821,03-Jun-17,10:11:12,0,0,1,Green,A
822,03-Jun-17,10:11:12,0,0,1,Green,A
823,03-Jun-17,10:11:13,0,0,1,Green,A
824,03-Jun-17,10:11:13,0,0,1,Green,A
825,03-Jun-17,10:11:13,0,0,1,Green,A
826,03-Jun-17,10:11:13,0,0,1,Green,A
827,03-Jun-17,10:11:13,0,0,1,Green,A
828,03-Jun-17,10:11:14,0,0,1,Green,A
829,03-Jun-17,10:11:14,0,0,1,Green,A
830,03-Jun-17,10:11:14,0,0,1,Green,A
831,03-Jun-17,10:11:14,0,0,1,Green,A
832,03-Jun-17,10:11:15,0,0,1,Green,A
833,03-Jun-17,10:11:15,0,0,1,Green,A
834,03-Jun-17,10:11:15,0,0,1,Green,A
835,03-Jun-17,10:11:15,0,0,1,Green,A
836,03-Jun-17,10:11:15,0,0,1,Green,A
837,03-Jun-17,10:11:15,0,0,1,Green,A
838,03-Jun-17,10:11:15,0,0,1,Green,A
839,03-Jun-17,10:11:16,0,0,1,Green,A
840,03-Jun-17,10:11:16,0,0,1,Green,A
841,03-Jun-17,10:11:16,0,0,1,Green,A
842,03-Jun-17,10:11:16,0,0,1,Green,A
843,03-Jun-17,10:11:17,0,0,1,Green,A
844,03-Jun-17,10:11:17,0,0,1,Green,A
845,03-Jun-17,10:11:17,0,0,1,Green,A
846,03-Jun-17,10:11:17,0,0,1,Green,A
847,03-Jun-17,10:11:17,0,0,1,Green,A
848,03-Jun-17,10:11:18,0,0,1,Green,A
849,03-Jun-17,10:11:18,0,0,1,Green,A
850,03-Jun-17,10:11:18,0,0,1,Green,A
851,03-Jun-17,10:11:18,0,0,1,Green,A
852,03-Jun-17,10:11:19,0,0,1,Green,A
853,03-Jun-17,10:11:19,0,0,1,Green,A
854,03-Jun-17,10:11:19,0,0,1,Green,A
855,03-Jun-17,10:11:19,0,0,1,Green,A
856,03-Jun-17,10:11:19,0,0,1,Green,A
857,03-Jun-17,10:11:19,0,0,1,Green,A
858,03-Jun-17,10:11:20,0,0,1,Green,A
859,03-Jun-17,10:11:20,0,0,1,Green,A
860,03-Jun-17,10:11:20,0,0,1,Green,A
861,03-Jun-17,10:11:20,0,0,1,Green,A
862,03-Jun-17,10:11:20,0,0,1,Green,A
863,03-Jun-17,10:11:21,0,0,1,Green,A
864,03-Jun-17,10:11:21,0,0,1,Green,A
865,03-Jun-17,10:11:21,0,0,1,Green,A
866,03-Jun-17,10:11:21,0,0,1,Green,A
867,03-Jun-17,10:11:22,0,0,1,Green,A
868,03-Jun-17,10:11:22,0,0,1,Green,A
869,03-Jun-17,10:11:22,0,0,1,Green,A
870,03-Jun-17,10:11:22,0,0,1,Green,A
871,03-Jun-17,10:11:22,0,0,1,Green,A
872,03-Jun-17,10:11:23,0,0,1,Green,A
873,03-Jun-17,10:11:23,0,0,1,Green,A
874,03-Jun-17,10:11:23,0,0,1,Green,A
875,03-Jun-17,10:11:23,0,0,1,Green,A
876,03-Jun-17,10:11:23,0,0,1,Green,A
877,03-Jun-17,10:11:23,0,0,1,Green,A
878,03-Jun-17,10:11:23,0,0,1,Green,A
879,03-Jun-17,10:11:24,0,0,1,Green,A
880,03-Jun-17,10:11:24,0,0,1,Green,A
881,03-Jun-17,10:11:24,0,0,1,Green,A
882,03-Jun-17,10:11:24,0,0,1,Green,A
883,03-Jun-17,10:11:25,0,0,1,Green,A
884,03-Jun-17,10:11:25,0,0,1,Green,A
885,03-Jun-17,10:11:25,0,0,1,Green,A
886,03-Jun-17,10:11:25,0,0,1,Green,A
887,03-Jun-17,10:11:26,0,0,1,Green,A
888,03-Jun-17,10:11:26,0,0,1,Green,A
889,03-Jun-17,10:11:26,0,0,1,Green,A
890,03-Jun-17,10:11:26,0,0,1,Green,A
891,03-Jun-17,10:11:26,0,0,1,Green,A
892,03-Jun-17,10:11:27,0,0,1,Green,A
893,03-Jun-17,10:11:27,0,0,1,Green,A
894,03-Jun-17,10:11:27,0,0,1,Green,A
895,03-Jun-17,10:11:27,0,0,1,Green,A
896,03-Jun-17,10:11:27,0,0,1,Green,A
897,03-Jun-17,10:11:27,0,0,1,Green,A
898,03-Jun-17,10:11:27,0,0,1,Green,A
899,03-Jun-17,10:11:28,0,0,1,Green,A
900,03-Jun-17,10:11:28,0,0,1,Green,A
901,03-Jun-17,10:11:28,0,0,1,Green,A
902,03-Jun-17,10:11:28,0,0,1,Green,A
903,03-Jun-17,10:11:29,0,0,1,Green,A
904,03-Jun-17,10:11:29,0,0,1,Green,A
905,03-Jun-17,10:11:29,0,0,1,Green,A
906,03-Jun-17,10:11:29,0,0,1,Green,A
907,03-Jun-17,10:11:30,0,0,1,Green,A
908,03-Jun-17,10:11:30,0,0,1,Green,A
909,03-Jun-17,10:11:30,0,0,1,Green,A
910,03-Jun-17,10:11:30,0,0,1,Green,A
911,03-Jun-17,10:11:30,0,0,1,Green,A
912,03-Jun-17,10:11:30,0,0,1,Green,A
913,03-Jun-17,10:11:31,0,0,1,Green,A
914,03-Jun-17,10:11:31,0,0,1,Green,A
915,03-Jun-17,10:11:31,0,0,1,Green,A
916,03-Jun-17,10:11:31,0,0,1,Green,A
917,03-Jun-17,10:11:31,0,0,1,Green,A
918,03-Jun-17,10:11:32,0,0,1,Green,A
919,03-Jun-17,10:11:32,0,0,1,Green,A
920,03-Jun-17,10:11:32,0,0,1,Green,A
