,Date,Time,Aspect 0 of Phase G  State,Aspect 1 of Phase G  State,Aspect 2 of Phase G  State,Result,Phase
862,03-Jun-17,10:11:20,1,0,0,Red,G
863,03-Jun-17,10:11:21,1,0,0,Red,G
864,03-Jun-17,10:11:21,1,0,0,Red,G
865,03-Jun-17,10:11:21,1,0,0,Red,G
866,03-Jun-17,10:11:21,1,0,0,Red,G
867,03-Jun-17,10:11:22,1,0,0,Red,G
868,03-Jun-17,10:11:22,1,0,0,Red,G
869,03-Jun-17,10:11:22,1,0,0,Red,G
870,03-Jun-17,10:11:22,1,0,0,Red,G
871,03-Jun-17,10:11:22,1,0,0,Red,G
872,03-Jun-17,10:11:23,1,0,0,Red,G
873,03-Jun-17,10:11:23,1,0,0,Red,G
874,03-Jun-17,10:11:23,1,0,0,Red,G
875,03-Jun-17,10:11:23,1,0,0,Red,G
876,03-Jun-17,10:11:23,1,0,0,Red,G
877,03-Jun-17,10:11:23,1,0,0,Red,G
878,03-Jun-17,10:11:23,1,0,0,Red,G
879,03-Jun-17,10:11:24,1,0,0,Red,G
880,03-Jun-17,10:11:24,1,0,0,Red,G
881,03-Jun-17,10:11:24,1,0,0,Red,G
882,03-Jun-17,10:11:24,1,0,0,Red,G
883,03-Jun-17,10:11:25,1,0,0,Red,G
884,03-Jun-17,10:11:25,1,0,0,Red,G
885,03-Jun-17,10:11:25,1,0,0,Red,G
886,03-Jun-17,10:11:25,1,0,0,Red,G
887,03-Jun-17,10:11:26,1,0,0,Red,G
888,03-Jun-17,10:11:26,1,0,0,Red,G
889,03-Jun-17,10:11:26,1,0,0,Red,G
890,03-Jun-17,10:11:26,1,0,0,Red,G
891,03-Jun-17,10:11:26,1,0,0,Red,G
892,03-Jun-17,10:11:27,1,0,0,Red,G
893,03-Jun-17,10:11:27,1,0,0,Red,G
894,03-Jun-17,10:11:27,1,0,0,Red,G
895,03-Jun-17,10:11:27,1,0,0,Red,G
896,03-Jun-17,10:11:27,1,0,0,Red,G
897,03-Jun-17,10:11:27,1,0,0,Red,G
898,03-Jun-17,10:11:27,1,0,0,Red,G
899,03-Jun-17,10:11:28,1,0,0,Red,G
900,03-Jun-17,10:11:28,1,0,0,Red,G
901,03-Jun-17,10:11:28,1,0,0,Red,G
902,03-Jun-17,10:11:28,1,0,0,Red,G
903,03-Jun-17,10:11:29,1,0,0,Red,G
904,03-Jun-17,10:11:29,1,0,0,Red,G
905,03-Jun-17,10:11:29,1,0,0,Red,G
906,03-Jun-17,10:11:29,1,0,0,Red,G
907,03-Jun-17,10:11:30,1,0,0,Red,G
908,03-Jun-17,10:11:30,1,0,0,Red,G
909,03-Jun-17,10:11:30,1,0,0,Red,G
910,03-Jun-17,10:11:30,1,0,0,Red,G
911,03-Jun-17,10:11:30,1,0,0,Red,G
912,03-Jun-17,10:11:30,1,0,0,Red,G
913,03-Jun-17,10:11:31,1,0,0,Red,G
914,03-Jun-17,10:11:31,1,0,0,Red,G
915,03-Jun-17,10:11:31,1,0,0,Red,G
916,03-Jun-17,10:11:31,1,0,0,Red,G
917,03-Jun-17,10:11:31,1,0,0,Red,G
918,03-Jun-17,10:11:32,1,0,0,Red,G
919,03-Jun-17,10:11:32,1,0,0,Red,G
920,03-Jun-17,10:11:32,1,0,0,Red,G
921,03-Jun-17,10:11:32,1,0,0,Red,G
922,03-Jun-17,10:11:32,1,0,0,Red,G
923,03-Jun-17,10:11:33,1,0,0,Red,G
924,03-Jun-17,10:11:33,1,0,0,Red,G
925,03-Jun-17,10:11:33,1,0,0,Red,G
926,03-Jun-17,10:11:33,1,0,0,Red,G
927,03-Jun-17,10:11:34,1,0,0,Red,G
928,03-Jun-17,10:11:34,1,0,0,Red,G
