,Date,Time,Aspect 0 of Phase A  State,Aspect 1 of Phase A  State,Aspect 2 of Phase A  State,Result,Phase
1086,03-Jun-17,10:12:05,1,0,0,Red,A
1087,03-Jun-17,10:12:05,1,0,0,Red,A
1088,03-Jun-17,10:12:06,1,0,0,Red,A
1089,03-Jun-17,10:12:06,1,0,0,Red,A
1090,03-Jun-17,10:12:06,1,0,0,Red,A
1091,03-Jun-17,10:12:06,1,0,0,Red,A
1092,03-Jun-17,10:12:06,1,0,0,Red,A
1093,03-Jun-17,10:12:06,1,0,0,Red,A
1094,03-Jun-17,10:12:07,1,0,0,Red,A
1095,03-Jun-17,10:12:07,1,0,0,Red,A
1096,03-Jun-17,10:12:07,1,0,0,Red,A
1097,03-Jun-17,10:12:07,1,0,0,Red,A
1098,03-Jun-17,10:12:08,1,0,0,Red,A
1099,03-Jun-17,10:12:08,1,0,0,Red,A
1100,03-Jun-17,10:12:08,1,0,0,Red,A
1101,03-Jun-17,10:12:08,1,0,0,Red,A
1327,03-Jun-17,10:12:54,1,0,0,Red,A
1328,03-Jun-17,10:12:54,1,0,0,Red,A
1329,03-Jun-17,10:12:54,1,0,0,Red,A
1330,03-Jun-17,10:12:54,1,0,0,Red,A
1331,03-Jun-17,10:12:54,1,0,0,Red,A
1332,03-Jun-17,10:12:55,1,0,0,Red,A
1333,03-Jun-17,10:12:55,1,0,0,Red,A
1334,03-Jun-17,10:12:55,1,0,0,Red,A
1335,03-Jun-17,10:12:55,1,0,0,Red,A
1336,03-Jun-17,10:12:55,1,0,0,Red,A
1337,03-Jun-17,10:12:55,1,0,0,Red,A
1338,03-Jun-17,10:12:56,1,0,0,Red,A
1339,03-Jun-17,10:12:56,1,0,0,Red,A
1340,03-Jun-17,10:12:56,1,0,0,Red,A
1341,03-Jun-17,10:12:56,1,0,0,Red,A
1342,03-Jun-17,10:12:56,1,0,0,Red,A
1343,03-Jun-17,10:12:57,1,0,0,Red,A
1344,03-Jun-17,10:12:57,1,0,0,Red,A
1345,03-Jun-17,10:12:57,1,0,0,Red,A
1346,03-Jun-17,10:12:57,1,0,0,Red,A
1347,03-Jun-17,10:12:58,1,0,0,Red,A
1348,03-Jun-17,10:12:58,1,0,0,Red,A
1349,03-Jun-17,10:12:58,1,0,0,Red,A
1350,03-Jun-17,10:12:58,1,0,0,Red,A
1351,03-Jun-17,10:12:58,1,0,0,Red,A
1352,03-Jun-17,10:12:58,1,0,0,Red,A
1353,03-Jun-17,10:12:59,1,0,0,Red,A
1354,03-Jun-17,10:12:59,1,0,0,Red,A
1355,03-Jun-17,10:12:59,1,0,0,Red,A
1356,03-Jun-17,10:12:59,1,0,0,Red,A
