,Date,Time,Aspect 0 of Phase E  State,Aspect 1 of Phase E  State,Aspect 2 of Phase E  State,Result,Phase
792,24-Jun-17,16:52:12,1,0,0,Red,E
793,24-Jun-17,16:52:12,1,0,0,Red,E
794,24-Jun-17,16:52:12,1,0,0,Red,E
795,24-Jun-17,16:52:12,1,0,0,Red,E
796,24-Jun-17,16:52:12,1,0,0,Red,E
797,24-Jun-17,16:52:13,1,0,0,Red,E
798,24-Jun-17,16:52:13,1,0,0,Red,E
799,24-Jun-17,16:52:13,1,0,0,Red,E
800,24-Jun-17,16:52:13,1,0,0,Red,E
801,24-Jun-17,16:52:13,1,0,0,Red,E
802,24-Jun-17,16:52:13,1,0,0,Red,E
803,24-Jun-17,16:52:14,1,0,0,Red,E
804,24-Jun-17,16:52:14,1,0,0,Red,E
805,24-Jun-17,16:52:14,1,0,0,Red,E
806,24-Jun-17,16:52:14,1,0,0,Red,E
807,24-Jun-17,16:52:14,1,0,0,Red,E
808,24-Jun-17,16:52:15,1,0,0,Red,E
809,24-Jun-17,16:52:15,1,0,0,Red,E
810,24-Jun-17,16:52:15,1,0,0,Red,E
811,24-Jun-17,16:52:15,1,0,0,Red,E
812,24-Jun-17,16:52:16,1,0,0,Red,E
813,24-Jun-17,16:52:16,1,0,0,Red,E
814,24-Jun-17,16:52:16,1,0,0,Red,E
815,24-Jun-17,16:52:16,1,0,0,Red,E
816,24-Jun-17,16:52:16,1,0,0,Red,E
817,24-Jun-17,16:52:17,1,0,0,Red,E
818,24-Jun-17,16:52:17,1,0,0,Red,E
819,24-Jun-17,16:52:17,1,0,0,Red,E
820,24-Jun-17,16:52:17,1,0,0,Red,E
821,24-Jun-17,16:52:17,1,0,0,Red,E
822,24-Jun-17,16:52:17,1,0,0,Red,E
823,24-Jun-17,16:52:18,1,0,0,Red,E
824,24-Jun-17,16:52:18,1,0,0,Red,E
825,24-Jun-17,16:52:18,1,0,0,Red,E
826,24-Jun-17,16:52:18,1,0,0,Red,E
827,24-Jun-17,16:52:19,1,0,0,Red,E
828,24-Jun-17,16:52:19,1,0,0,Red,E
829,24-Jun-17,16:52:19,1,0,0,Red,E
830,24-Jun-17,16:52:19,1,0,0,Red,E
831,24-Jun-17,16:52:20,1,0,0,Red,E
832,24-Jun-17,16:52:20,1,0,0,Red,E
833,24-Jun-17,16:52:20,1,0,0,Red,E
