,Date,Time,Aspect 0 of Phase H  State,Aspect 1 of Phase H  State,Aspect 2 of Phase H  State,Result,Phase
887,03-Jun-17,10:11:26,1,0,0,0,H
888,03-Jun-17,10:11:26,1,0,0,0,H
889,03-Jun-17,10:11:26,1,0,0,0,H
890,03-Jun-17,10:11:26,1,0,0,0,H
891,03-Jun-17,10:11:26,1,0,0,0,H
892,03-Jun-17,10:11:27,1,0,0,0,H
893,03-Jun-17,10:11:27,1,0,0,0,H
894,03-Jun-17,10:11:27,1,0,0,0,H
895,03-Jun-17,10:11:27,1,0,0,0,H
896,03-Jun-17,10:11:27,1,0,0,0,H
897,03-Jun-17,10:11:27,1,0,0,0,H
898,03-Jun-17,10:11:27,1,0,0,0,H
899,03-Jun-17,10:11:28,1,0,0,0,H
900,03-Jun-17,10:11:28,1,0,0,0,H
901,03-Jun-17,10:11:28,1,0,0,0,H
902,03-Jun-17,10:11:28,1,0,0,0,H
903,03-Jun-17,10:11:29,1,0,0,0,H
904,03-Jun-17,10:11:29,1,0,0,0,H
905,03-Jun-17,10:11:29,1,0,0,0,H
906,03-Jun-17,10:11:29,1,0,0,0,H
907,03-Jun-17,10:11:30,1,0,0,0,H
908,03-Jun-17,10:11:30,1,0,0,0,H
909,03-Jun-17,10:11:30,1,0,0,0,H
910,03-Jun-17,10:11:30,1,0,0,0,H
911,03-Jun-17,10:11:30,1,0,0,0,H
912,03-Jun-17,10:11:30,1,0,0,0,H
913,03-Jun-17,10:11:31,1,0,0,0,H
914,03-Jun-17,10:11:31,1,0,0,0,H
915,03-Jun-17,10:11:31,1,0,0,0,H
916,03-Jun-17,10:11:31,1,0,0,0,H
917,03-Jun-17,10:11:31,1,0,0,0,H
918,03-Jun-17,10:11:32,1,0,0,0,H
919,03-Jun-17,10:11:32,1,0,0,0,H
920,03-Jun-17,10:11:32,1,0,0,0,H
921,03-Jun-17,10:11:32,1,0,0,0,H
922,03-Jun-17,10:11:32,1,0,0,0,H
923,03-Jun-17,10:11:33,1,0,0,0,H
924,03-Jun-17,10:11:33,1,0,0,0,H
925,03-Jun-17,10:11:33,1,0,0,0,H
926,03-Jun-17,10:11:33,1,0,0,0,H
927,03-Jun-17,10:11:34,1,0,0,0,H
928,03-Jun-17,10:11:34,1,0,0,0,H
929,03-Jun-17,10:11:34,1,0,0,0,H
930,03-Jun-17,10:11:34,1,0,0,0,H
931,03-Jun-17,10:11:34,1,0,0,0,H
932,03-Jun-17,10:11:34,1,0,0,0,H
933,03-Jun-17,10:11:34,1,0,0,0,H
934,03-Jun-17,10:11:35,1,0,0,0,H
935,03-Jun-17,10:11:35,1,0,0,0,H
936,03-Jun-17,10:11:35,1,0,0,0,H
937,03-Jun-17,10:11:35,1,0,0,0,H
938,03-Jun-17,10:11:36,1,0,0,0,H
939,03-Jun-17,10:11:36,1,0,0,0,H
940,03-Jun-17,10:11:36,1,0,0,0,H
941,03-Jun-17,10:11:36,1,0,0,0,H
942,03-Jun-17,10:11:37,1,0,0,0,H
943,03-Jun-17,10:11:37,1,0,0,0,H
944,03-Jun-17,10:11:37,1,0,0,0,H
945,03-Jun-17,10:11:37,1,0,0,0,H
946,03-Jun-17,10:11:37,1,0,0,0,H
947,03-Jun-17,10:11:38,1,0,0,0,H
948,03-Jun-17,10:11:38,1,0,0,0,H
949,03-Jun-17,10:11:38,1,0,0,0,H
950,03-Jun-17,10:11:38,1,0,0,0,H
951,03-Jun-17,10:11:38,1,0,0,0,H
952,03-Jun-17,10:11:38,1,0,0,0,H
953,03-Jun-17,10:11:39,1,0,0,0,H
954,03-Jun-17,10:11:39,1,0,0,0,H
955,03-Jun-17,10:11:39,1,0,0,0,H
