,Date,Time,Aspect 0 of Phase D  State,Aspect 1 of Phase D  State,Aspect 2 of Phase D  State,Result,Phase
2576,24-Jun-17,16:58:08,0,0,1,Green,D
2577,24-Jun-17,16:58:08,0,0,1,Green,D
2578,24-Jun-17,16:58:08,0,0,1,Green,D
2579,24-Jun-17,16:58:09,0,0,1,Green,D
2580,24-Jun-17,16:58:09,0,0,1,Green,D
2581,24-Jun-17,16:58:09,0,0,1,Green,D
2842,24-Jun-17,16:59:02,0,0,1,Green,D
2843,24-Jun-17,16:59:02,0,0,1,Green,D
2844,24-Jun-17,16:59:02,0,0,1,Green,D
2845,24-Jun-17,16:59:02,0,0,1,Green,D
2846,24-Jun-17,16:59:02,0,0,1,Green,D
2847,24-Jun-17,16:59:02,0,0,1,Green,D
2848,24-Jun-17,16:59:03,0,0,1,Green,D
2849,24-Jun-17,16:59:03,0,0,1,Green,D
2850,24-Jun-17,16:59:03,0,0,1,Green,D
2851,24-Jun-17,16:59:03,0,0,1,Green,D
2852,24-Jun-17,16:59:03,0,0,1,Green,D
2853,24-Jun-17,16:59:04,0,0,1,Green,D
2854,24-Jun-17,16:59:04,0,0,1,Green,D
2855,24-Jun-17,16:59:04,0,0,1,Green,D
2856,24-Jun-17,16:59:04,0,0,1,Green,D
2857,24-Jun-17,16:59:05,0,0,1,Green,D
2858,24-Jun-17,16:59:05,0,0,1,Green,D
2859,24-Jun-17,16:59:05,0,0,1,Green,D
2860,24-Jun-17,16:59:05,0,0,1,Green,D
2861,24-Jun-17,16:59:05,0,0,1,Green,D
2862,24-Jun-17,16:59:06,0,0,1,Green,D
2863,24-Jun-17,16:59:06,0,0,1,Green,D
2864,24-Jun-17,16:59:06,0,0,1,Green,D
2865,24-Jun-17,16:59:06,0,0,1,Green,D
2866,24-Jun-17,16:59:06,0,0,1,Green,D
2867,24-Jun-17,16:59:06,0,0,1,Green,D
2868,24-Jun-17,16:59:06,0,0,1,Green,D
2869,24-Jun-17,16:59:07,0,0,1,Green,D
2870,24-Jun-17,16:59:07,0,0,1,Green,D
2871,24-Jun-17,16:59:07,0,0,1,Green,D
2872,24-Jun-17,16:59:07,0,0,1,Green,D
2873,24-Jun-17,16:59:08,0,0,1,Green,D
2874,24-Jun-17,16:59:08,0,0,1,Green,D
2875,24-Jun-17,16:59:08,0,0,1,Green,D
2876,24-Jun-17,16:59:08,0,0,1,Green,D
2877,24-Jun-17,16:59:08,0,0,1,Green,D
2878,24-Jun-17,16:59:09,0,0,1,Green,D
2879,24-Jun-17,16:59:09,0,0,1,Green,D
2880,24-Jun-17,16:59:09,0,0,1,Green,D
2881,24-Jun-17,16:59:09,0,0,1,Green,D
3142,24-Jun-17,17:00:02,0,0,1,Green,D
3143,24-Jun-17,17:00:02,0,0,1,Green,D
3144,24-Jun-17,17:00:02,0,0,1,Green,D
3145,24-Jun-17,17:00:02,0,0,1,Green,D
3146,24-Jun-17,17:00:02,0,0,1,Green,D
3147,24-Jun-17,17:00:02,0,0,1,Green,D
3148,24-Jun-17,17:00:02,0,0,1,Green,D
3149,24-Jun-17,17:00:03,0,0,1,Green,D
3150,24-Jun-17,17:00:03,0,0,1,Green,D
3151,24-Jun-17,17:00:03,0,0,1,Green,D
3152,24-Jun-17,17:00:03,0,0,1,Green,D
3153,24-Jun-17,17:00:04,0,0,1,Green,D
3154,24-Jun-17,17:00:04,0,0,1,Green,D
3155,24-Jun-17,17:00:04,0,0,1,Green,D
3156,24-Jun-17,17:00:04,0,0,1,Green,D
3157,24-Jun-17,17:00:04,0,0,1,Green,D
3158,24-Jun-17,17:00:05,0,0,1,Green,D
3159,24-Jun-17,17:00:05,0,0,1,Green,D
3160,24-Jun-17,17:00:05,0,0,1,Green,D
3161,24-Jun-17,17:00:05,0,0,1,Green,D
3162,24-Jun-17,17:00:06,0,0,1,Green,D
3163,24-Jun-17,17:00:06,0,0,1,Green,D
3164,24-Jun-17,17:00:06,0,0,1,Green,D
3165,24-Jun-17,17:00:06,0,0,1,Green,D
3166,24-Jun-17,17:00:06,0,0,1,Green,D
3167,24-Jun-17,17:00:06,0,0,1,Green,D
3168,24-Jun-17,17:00:06,0,0,1,Green,D
3169,24-Jun-17,17:00:07,0,0,1,Green,D
3170,24-Jun-17,17:00:07,0,0,1,Green,D
3171,24-Jun-17,17:00:07,0,0,1,Green,D
3172,24-Jun-17,17:00:07,0,0,1,Green,D
3173,24-Jun-17,17:00:08,0,0,1,Green,D
3174,24-Jun-17,17:00:08,0,0,1,Green,D
3175,24-Jun-17,17:00:08,0,0,1,Green,D
3176,24-Jun-17,17:00:08,0,0,1,Green,D
3177,24-Jun-17,17:00:08,0,0,1,Green,D
3178,24-Jun-17,17:00:09,0,0,1,Green,D
3179,24-Jun-17,17:00:09,0,0,1,Green,D
3180,24-Jun-17,17:00:09,0,0,1,Green,D
3181,24-Jun-17,17:00:09,0,0,1,Green,D
3442,24-Jun-17,17:01:01,0,0,1,Green,D
3443,24-Jun-17,17:01:01,0,0,1,Green,D
3444,24-Jun-17,17:01:02,0,0,1,Green,D
3445,24-Jun-17,17:01:02,0,0,1,Green,D
3446,24-Jun-17,17:01:02,0,0,1,Green,D
3447,24-Jun-17,17:01:02,0,0,1,Green,D
3448,24-Jun-17,17:01:03,0,0,1,Green,D
3449,24-Jun-17,17:01:03,0,0,1,Green,D
3450,24-Jun-17,17:01:03,0,0,1,Green,D
3451,24-Jun-17,17:01:03,0,0,1,Green,D
3452,24-Jun-17,17:01:03,0,0,1,Green,D
3453,24-Jun-17,17:01:04,0,0,1,Green,D
3454,24-Jun-17,17:01:04,0,0,1,Green,D
3455,24-Jun-17,17:01:04,0,0,1,Green,D
3456,24-Jun-17,17:01:04,0,0,1,Green,D
3457,24-Jun-17,17:01:05,0,0,1,Green,D
3458,24-Jun-17,17:01:05,0,0,1,Green,D
3459,24-Jun-17,17:01:05,0,0,1,Green,D
3460,24-Jun-17,17:01:05,0,0,1,Green,D
3461,24-Jun-17,17:01:05,0,0,1,Green,D
3462,24-Jun-17,17:01:05,0,0,1,Green,D
3463,24-Jun-17,17:01:05,0,0,1,Green,D
3464,24-Jun-17,17:01:06,0,0,1,Green,D
3465,24-Jun-17,17:01:06,0,0,1,Green,D
3466,24-Jun-17,17:01:06,0,0,1,Green,D
3467,24-Jun-17,17:01:06,0,0,1,Green,D
3468,24-Jun-17,17:01:07,0,0,1,Green,D
3469,24-Jun-17,17:01:07,0,0,1,Green,D
3470,24-Jun-17,17:01:07,0,0,1,Green,D
3471,24-Jun-17,17:01:07,0,0,1,Green,D
3472,24-Jun-17,17:01:07,0,0,1,Green,D
3473,24-Jun-17,17:01:08,0,0,1,Green,D
3474,24-Jun-17,17:01:08,0,0,1,Green,D
3475,24-Jun-17,17:01:08,0,0,1,Green,D
3476,24-Jun-17,17:01:08,0,0,1,Green,D
3477,24-Jun-17,17:01:09,0,0,1,Green,D
3478,24-Jun-17,17:01:09,0,0,1,Green,D
3479,24-Jun-17,17:01:09,0,0,1,Green,D
3480,24-Jun-17,17:01:09,0,0,1,Green,D
3481,24-Jun-17,17:01:09,0,0,1,Green,D
3742,24-Jun-17,17:02:01,0,0,1,Green,D
3743,24-Jun-17,17:02:02,0,0,1,Green,D
3744,24-Jun-17,17:02:02,0,0,1,Green,D
3745,24-Jun-17,17:02:02,0,0,1,Green,D
3746,24-Jun-17,17:02:02,0,0,1,Green,D
3747,24-Jun-17,17:02:02,0,0,1,Green,D
3748,24-Jun-17,17:02:03,0,0,1,Green,D
3749,24-Jun-17,17:02:03,0,0,1,Green,D
3750,24-Jun-17,17:02:03,0,0,1,Green,D
3751,24-Jun-17,17:02:03,0,0,1,Green,D
3752,24-Jun-17,17:02:04,0,0,1,Green,D
3753,24-Jun-17,17:02:04,0,0,1,Green,D
3754,24-Jun-17,17:02:04,0,0,1,Green,D
3755,24-Jun-17,17:02:04,0,0,1,Green,D
3756,24-Jun-17,17:02:04,0,0,1,Green,D
3757,24-Jun-17,17:02:04,0,0,1,Green,D
3758,24-Jun-17,17:02:04,0,0,1,Green,D
