,Date,Time,Aspect 0 of Phase F  State,Aspect 1 of Phase F  State,Aspect 2 of Phase F  State,Result,Phase
835,24-Jun-17,16:52:20,1,0,0,Red,F
836,24-Jun-17,16:52:20,1,0,0,Red,F
837,24-Jun-17,16:52:20,1,0,0,Red,F
838,24-Jun-17,16:52:21,1,0,0,Red,F
839,24-Jun-17,16:52:21,1,0,0,Red,F
840,24-Jun-17,16:52:21,1,0,0,Red,F
841,24-Jun-17,16:52:21,1,0,0,Red,F
842,24-Jun-17,16:52:21,1,0,0,Red,F
843,24-Jun-17,16:52:22,1,0,0,Red,F
844,24-Jun-17,16:52:22,1,0,0,Red,F
845,24-Jun-17,16:52:22,1,0,0,Red,F
846,24-Jun-17,16:52:22,1,0,0,Red,F
847,24-Jun-17,16:52:23,1,0,0,Red,F
848,24-Jun-17,16:52:23,1,0,0,Red,F
849,24-Jun-17,16:52:23,1,0,0,Red,F
850,24-Jun-17,16:52:23,1,0,0,Red,F
851,24-Jun-17,16:52:24,1,0,0,Red,F
852,24-Jun-17,16:52:24,1,0,0,Red,F
853,24-Jun-17,16:52:24,1,0,0,Red,F
854,24-Jun-17,16:52:24,1,0,0,Red,F
855,24-Jun-17,16:52:24,1,0,0,Red,F
856,24-Jun-17,16:52:25,1,0,0,Red,F
857,24-Jun-17,16:52:25,1,0,0,Red,F
858,24-Jun-17,16:52:25,1,0,0,Red,F
859,24-Jun-17,16:52:25,1,0,0,Red,F
860,24-Jun-17,16:52:25,1,0,0,Red,F
861,24-Jun-17,16:52:25,1,0,0,Red,F
862,24-Jun-17,16:52:26,1,0,0,Red,F
863,24-Jun-17,16:52:26,1,0,0,Red,F
864,24-Jun-17,16:52:26,1,0,0,Red,F
865,24-Jun-17,16:52:26,1,0,0,Red,F
866,24-Jun-17,16:52:26,1,0,0,Red,F
867,24-Jun-17,16:52:26,1,0,0,Red,F
868,24-Jun-17,16:52:27,1,0,0,Red,F
869,24-Jun-17,16:52:27,1,0,0,Red,F
870,24-Jun-17,16:52:27,1,0,0,Red,F
871,24-Jun-17,16:52:27,1,0,0,Red,F
872,24-Jun-17,16:52:28,1,0,0,Red,F
873,24-Jun-17,16:52:28,1,0,0,Red,F
874,24-Jun-17,16:52:28,1,0,0,Red,F
875,24-Jun-17,16:52:28,1,0,0,Red,F
876,24-Jun-17,16:52:28,1,0,0,Red,F
877,24-Jun-17,16:52:29,1,0,0,Red,F
878,24-Jun-17,16:52:29,1,0,0,Red,F
879,24-Jun-17,16:52:29,1,0,0,Red,F
880,24-Jun-17,16:52:29,1,0,0,Red,F
881,24-Jun-17,16:52:29,1,0,0,Red,F
882,24-Jun-17,16:52:30,1,0,0,Red,F
883,24-Jun-17,16:52:30,1,0,0,Red,F
884,24-Jun-17,16:52:30,1,0,0,Red,F
885,24-Jun-17,16:52:30,1,0,0,Red,F
886,24-Jun-17,16:52:30,1,0,0,Red,F
887,24-Jun-17,16:52:30,1,0,0,Red,F
888,24-Jun-17,16:52:31,1,0,0,Red,F
889,24-Jun-17,16:52:31,1,0,0,Red,F
890,24-Jun-17,16:52:31,1,0,0,Red,F
891,24-Jun-17,16:52:31,1,0,0,Red,F
892,24-Jun-17,16:52:31,1,0,0,Red,F
893,24-Jun-17,16:52:32,1,0,0,Red,F
894,24-Jun-17,16:52:32,1,0,0,Red,F
895,24-Jun-17,16:52:32,1,0,0,Red,F
896,24-Jun-17,16:52:32,1,0,0,Red,F
